Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
GasA,Gd,Y,Mix,1077,0,1077,0,0,1,0,2,1,TA,6,Maj2,0,NA,Detchd,1920,Unf,1,Po,Po,N,0,0,0,0,0,NA,NA,RM,8967,Pave,NA,Reg,Lvl,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,Fa,Po,No,Unf,0,961,961,NA,0,11,2007,WD,Abnorml,67000
GasA,Ex,Y,SBrkr,1112,438,1550,1,0,2,0,2,1,Gd,7,Typ,0,NA,Attchd,2007,Fin,2,TA,TA,Y,0,168,0,0,0,NA,NA,FV,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CemntBd,CmentBd,Stone,100,Gd,TA,PConc,Gd,TA,No,GLQ,812,280,1092,NA,0,10,2009,WD,Normal,241000
GasA,Ex,Y,SBrkr,1288,0,1288,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996,Fin,2,TA,TA,Y,120,30,0,224,0,NA,NA,RL,14963,Pave,NA,IR2,Lvl,AllPub,Inside,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,786,474,1260,NA,0,12,2008,WD,Normal,245500
GasA,Ex,Y,SBrkr,1310,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,8767,Pave,NA,IR1,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,1286,1310,NA,0,7,2006,New,Partial,164990
GasA,Ex,Y,SBrkr,672,0,672,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1940,Unf,1,TA,TA,N,168,0,0,0,0,NA,GdPrv,RL,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,672,672,NA,0,8,2008,WD,Normal,108000
GasA,Gd,Y,SBrkr,1165,1098,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998,Fin,2,TA,TA,Y,144,123,0,0,0,NA,NA,RL,12090,Pave,NA,Reg,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,650,Gd,TA,PConc,Gd,TA,No,Unf,0,1141,1141,NA,0,7,2006,WD,Abnorml,258000
GasA,Gd,Y,SBrkr,806,766,1572,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995,Fin,2,TA,TA,Y,0,40,0,0,0,NA,NA,RL,10364,Pave,NA,IR1,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,806,806,NA,0,5,2007,WD,Normal,168000
GasA,Ex,Y,SBrkr,1620,0,1620,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993,Unf,2,TA,TA,Y,120,78,0,0,0,NA,GdWo,RL,9991,Pave,NA,IR1,Lvl,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,BLQ,1116,165,1281,NA,0,6,2009,WD,Normal,150000
GasA,Ex,Y,FuseA,1166,0,1639,0,0,1,0,3,1,TA,6,Maj2,0,NA,Detchd,1936,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RL,10480,Pave,NA,Reg,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,1064,1064,NA,0,3,2008,WD,Normal,115000
GasA,Ex,Y,SBrkr,840,840,1680,0,0,2,0,4,1,TA,8,Typ,0,NA,Attchd,1960,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RL,15576,Pave,NA,Reg,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,Wd Sdng,Plywood,None,0,TA,TA,BrkTil,Gd,TA,No,Unf,0,840,840,NA,0,3,2008,WD,Normal,177000
GasA,Ex,Y,SBrkr,1071,1101,2172,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006,RFn,3,TA,TA,Y,192,62,0,0,0,NA,NA,RL,14154,Pave,NA,Reg,Lvl,AllPub,Corner,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,BrkFace,350,Gd,TA,PConc,Ex,Gd,No,Unf,0,1063,1063,NA,0,8,2007,New,Partial,280000
GasA,Ex,Y,SBrkr,1050,1028,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008,Fin,3,TA,TA,Y,0,102,0,0,0,NA,NA,FV,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,VinylSd,VinylSd,Stone,100,Gd,TA,PConc,Ex,TA,No,GLQ,789,245,1034,NA,0,4,2008,New,Partial,339750
GasA,TA,Y,FuseA,1276,0,1276,0,0,1,0,3,1,TA,5,Mod,0,NA,Attchd,1958,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RL,9571,Pave,NA,Reg,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,BrkComm,Brk Cmn,None,0,TA,Fa,CBlock,TA,Fa,No,Unf,0,1276,1276,NA,0,6,2009,COD,Abnorml,60000
GasA,TA,N,SBrkr,1056,0,1056,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1955,Fin,2,TA,TA,Y,264,0,0,0,0,NA,NA,RL,34650,Pave,NA,Reg,Bnk,AllPub,Inside,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Mn,Rec,1056,0,1056,NA,0,1,2006,WD,Normal,145000
GasA,Ex,Y,SBrkr,1478,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009,Fin,2,TA,TA,Y,0,144,0,0,0,NA,NA,FV,4403,Pave,NA,IR2,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,MetalSd,MetalSd,Stone,432,Ex,TA,PConc,Ex,TA,Av,GLQ,578,892,1470,NA,0,6,2010,New,Partial,222000
GasA,Gd,Y,FuseA,1028,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RM,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,1008,1008,NA,0,3,2010,WD,Normal,115000
GasA,Ex,Y,SBrkr,1080,1017,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993,Unf,3,TA,TA,Y,196,187,0,0,0,NA,NA,RL,11228,Pave,NA,IR2,Lvl,AllPub,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,BLQ,50,499,1080,NA,0,12,2008,WD,Normal,228000
GasA,Ex,Y,SBrkr,1340,0,1340,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2007,Fin,2,TA,TA,Y,100,30,0,0,0,NA,NA,RL,8899,Pave,NA,IR1,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,1316,1340,NA,0,8,2007,New,Partial,181134
GasA,TA,Y,SBrkr,672,728,1400,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,7844,Pave,NA,Reg,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,HdBoard,HdBoard,BrkFace,203,TA,TA,CBlock,TA,TA,No,ALQ,209,463,672,NA,0,3,2006,WD,Normal,149500
GasW,TA,N,FuseA,1370,1254,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918,Unf,3,TA,TA,N,0,0,0,0,0,NA,NA,RL,22420,Pave,NA,IR1,Lvl,AllPub,Inside,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,Wd Sdng,Stucco,None,0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,242,1370,NA,0,11,2007,WD,Normal,239000
GasA,Fa,N,FuseF,756,378,1134,1,0,1,1,3,1,TA,7,Typ,0,NA,Detchd,1940,Unf,1,TA,TA,P,0,0,0,0,0,NA,NA,RL,8160,Pave,NA,Reg,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,312,444,756,NA,0,4,2007,WD,AdjLand,126000
GasA,Ex,Y,SBrkr,1056,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968,Unf,1,TA,TA,Y,0,85,0,0,0,NA,NA,RL,8450,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,775,281,1056,NA,0,7,2010,WD,Normal,142000
GasA,Ex,Y,SBrkr,1344,0,1344,2,0,2,0,2,2,TA,8,Typ,0,NA,Attchd,1997,Fin,4,TA,TA,Y,0,0,0,0,0,NA,NA,RM,7060,Pave,NA,Reg,Lvl,AllPub,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,VinylSd,VinylSd,BrkFace,200,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,35,1344,NA,0,11,2008,WD,Alloca,206300
GasA,Gd,Y,SBrkr,1602,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977,Fin,2,TA,TA,Y,240,0,0,0,0,NA,NA,RL,16635,Pave,NA,IR1,Lvl,AllPub,FR2,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CemntBd,CmentBd,Stone,126,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,356,1602,NA,0,6,2009,WD,Normal,215000
GasA,Ex,Y,FuseA,988,0,988,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1954,RFn,2,TA,TA,N,0,0,0,0,0,NA,NA,RL,21750,Pave,NA,Reg,HLS,AllPub,Inside,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,988,988,NA,0,2,2008,WD,Normal,113000
GasA,Gd,Y,SBrkr,1470,1160,2630,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998,Fin,3,TA,TA,Y,0,66,0,0,0,NA,NA,RL,9200,Pave,NA,Reg,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,473,Gd,TA,PConc,Gd,TA,No,GLQ,986,484,1470,NA,0,6,2008,WD,Normal,315000
GasA,Gd,Y,FuseA,1196,0,1196,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956,RFn,1,TA,TA,Y,0,44,0,0,0,NA,NA,RL,9000,Pave,NA,Reg,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,Wd Sdng,Wd Sdng,BrkFace,74,TA,TA,CBlock,Gd,TA,No,LwQ,616,580,1196,NA,0,5,2008,WD,Normal,139000
GasA,Gd,Y,SBrkr,707,682,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947,Unf,1,TA,TA,P,0,0,0,0,0,NA,NA,RM,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,651,651,NA,0,9,2009,WD,Normal,135000
GasA,Gd,Y,SBrkr,1644,0,1644,1,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989,Fin,2,TA,TA,Y,80,0,0,396,0,NA,NA,RL,12800,Pave,NA,Reg,Low,AllPub,Inside,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,Wd Sdng,Wd Sdng,BrkFace,145,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,0,1518,NA,0,8,2009,WD,Normal,275000
GasA,Ex,Y,SBrkr,907,0,907,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1964,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RL,8593,Pave,NA,IR1,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,288,619,907,NA,0,7,2008,WD,Normal,109008
GasA,Ex,Y,SBrkr,1208,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2007,RFn,2,TA,TA,Y,105,54,0,0,0,NA,NA,RL,6762,Pave,NA,Reg,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,108,Gd,TA,PConc,Gd,TA,No,GLQ,664,544,1208,NA,0,9,2007,New,Partial,195400
GasA,TA,Y,SBrkr,1412,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,11457,Pave,NA,IR1,Lvl,AllPub,Corner,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,387,1392,NA,0,3,2009,WD,Normal,175000
GasA,TA,Y,SBrkr,483,504,987,0,0,1,1,2,1,TA,4,Typ,0,NA,Detchd,1971,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RM,1680,Pave,NA,Reg,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,232,TA,TA,CBlock,TA,TA,No,ALQ,387,96,483,NA,0,7,2008,COD,Abnorml,85400
GasA,Gd,Y,SBrkr,1088,110,1198,0,0,1,0,4,1,TA,7,Typ,0,NA,NA,NA,NA,0,NA,NA,N,0,98,0,0,0,NA,MnPrv,RM,5586,Pave,NA,IR1,Bnk,AllPub,Inside,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,901,901,NA,0,9,2008,ConLD,Abnorml,79900
GasA,Ex,Y,SBrkr,765,600,1365,1,0,1,1,2,1,TA,6,Min1,0,NA,Detchd,1971,Unf,2,TA,TA,Y,240,36,0,0,0,NA,NA,RM,1920,Pave,NA,Reg,Lvl,AllPub,Inside,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,376,TA,TA,CBlock,TA,TA,No,ALQ,471,294,765,NA,0,8,2007,WD,Normal,122500
GasA,Ex,Y,SBrkr,926,678,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997,Fin,2,TA,TA,Y,0,36,0,0,0,NA,NA,RL,10839,Pave,NA,IR1,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,926,926,NA,0,7,2008,WD,Normal,181000
GasA,Gd,Y,SBrkr,630,0,630,1,0,1,0,1,1,TA,3,Typ,0,NA,NA,NA,NA,0,NA,NA,Y,88,0,0,0,0,NA,NA,RM,1890,Pave,NA,Reg,Lvl,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CemntBd,CmentBd,None,0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,135,630,NA,0,6,2008,WD,Normal,81000
GasA,Ex,Y,SBrkr,827,834,1661,1,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996,RFn,2,TA,TA,Y,158,61,0,0,0,NA,NA,RL,10667,Pave,NA,IR2,Lvl,AllPub,CulDSac,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,70,799,NA,0,4,2009,ConLw,Normal,212000
GasA,TA,Y,FuseA,734,384,1118,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1990,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RM,4400,Pave,NA,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,Stucco,Stucco,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,648,648,NA,0,10,2006,WD,Normal,116000
GasA,Gd,Y,SBrkr,904,0,904,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1926,Unf,1,TA,TA,Y,0,0,0,0,0,NA,NA,RM,6000,Pave,NA,Reg,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,TA,TA,No,Unf,0,884,884,NA,0,1,2009,WD,Normal,119000
GasA,TA,N,SBrkr,694,0,694,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990,Unf,1,Gd,TA,P,0,0,0,0,0,NA,MnPrv,RL,4280,Pave,NA,Reg,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,WdShing,Stucco,None,0,TA,TA,PConc,TA,TA,No,LwQ,365,75,440,NA,0,3,2007,WD,Normal,90350
GasA,Gd,Y,SBrkr,684,512,1196,0,0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,2005,Unf,2,TA,TA,Y,0,46,0,0,0,NA,GdPrv,RL,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,684,684,Shed,800,8,2009,ConLI,Normal,110000
GasA,Ex,Y,SBrkr,2402,0,2402,1,0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008,Fin,3,TA,TA,Y,0,72,0,170,0,NA,NA,RL,15431,Pave,NA,Reg,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,VinylSd,VinylSd,Stone,200,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,788,3094,NA,0,4,2009,WD,Normal,555000
GasA,TA,N,FuseF,1440,0,1440,0,0,2,0,4,2,Fa,8,Typ,0,NA,NA,NA,NA,0,NA,NA,Y,0,0,0,0,0,NA,NA,RL,12108,Pave,NA,Reg,Lvl,AllPub,Inside,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,VinylSd,VinylSd,BrkFace,270,TA,TA,CBlock,TA,TA,No,ALQ,133,1307,1440,NA,0,9,2008,WD,Normal,118000
GasA,TA,Y,SBrkr,1128,445,1573,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930,Unf,2,TA,TA,P,0,0,0,0,0,NA,NA,RM,6240,Pave,NA,Reg,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,1078,1078,NA,0,6,2008,WD,Normal,162900
GasA,Ex,Y,SBrkr,1258,0,1258,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007,Fin,3,TA,TA,Y,144,16,0,0,0,NA,NA,RL,3922,Pave,NA,Reg,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,WdShing,Wd Shng,BrkFace,72,Gd,TA,PConc,Ex,TA,Av,Unf,0,1258,1258,NA,0,6,2007,New,Partial,172500
GasA,Ex,Y,SBrkr,933,975,1908,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994,Unf,2,TA,TA,Y,144,133,0,0,0,NA,NA,RL,8750,Pave,NA,Reg,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,273,915,NA,0,7,2008,WD,Normal,210000
GasA,Fa,Y,SBrkr,1689,0,1689,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1956,Unf,2,TA,TA,Y,0,0,0,0,0,NA,MnPrv,RL,9855,Pave,NA,Reg,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,1436,1436,NA,0,11,2009,COD,Normal,127500
GasA,Ex,Y,SBrkr,1888,0,1888,0,0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,1966,Fin,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,16492,Pave,NA,IR1,Lvl,AllPub,Corner,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,BrkFace,Plywood,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,247,557,1517,NA,0,6,2010,WD,Normal,190000
GasA,Gd,Y,SBrkr,956,930,1886,0,0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,1998,Fin,2,TA,TA,Y,89,0,0,0,0,NA,NA,RL,11214,Pave,NA,IR1,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,930,930,NA,0,7,2006,WD,Normal,199900
GasA,TA,Y,SBrkr,780,596,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937,Unf,1,TA,TA,N,0,0,0,0,0,NA,NA,RM,8600,Pave,NA,Reg,Bnk,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,780,780,NA,0,6,2006,WD,Normal,119500
GasA,Ex,Y,SBrkr,679,504,1183,0,0,1,1,2,1,TA,6,Typ,0,NA,Detchd,1981,Unf,1,TA,TA,Y,0,176,0,0,0,NA,NA,RM,6000,Pave,NA,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,331,318,649,NA,0,6,2007,WD,Normal,120000
GasA,Ex,Y,FuseA,813,0,813,0,0,1,0,2,1,Gd,5,Typ,0,NA,Detchd,1932,Unf,1,Fa,Fa,N,0,113,0,0,0,NA,NA,RM,5684,Pave,NA,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,813,813,NA,0,6,2006,WD,Normal,110000
GasA,TA,Y,SBrkr,1533,0,1533,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1975,Unf,2,TA,TA,Y,200,54,0,0,0,NA,NA,RL,70761,Pave,NA,IR1,Low,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,878,1533,NA,0,12,2006,WD,Normal,280000
GasA,Ex,Y,SBrkr,888,868,1756,1,0,2,1,3,1,TA,7,Typ,0,NA,Attchd,1996,Fin,2,TA,TA,Y,144,122,0,0,0,NA,NA,RL,9303,Pave,NA,IR1,Lvl,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,VinylSd,VinylSd,BrkFace,42,Gd,TA,PConc,Ex,TA,No,ALQ,742,130,872,NA,0,7,2007,WD,Normal,204000
GasA,Ex,Y,SBrkr,786,804,1590,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2008,RFn,2,TA,TA,Y,0,30,0,0,0,NA,NA,FV,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,768,768,NA,0,6,2009,WD,Normal,210000
GasA,TA,Y,SBrkr,1728,0,1728,2,0,2,0,4,2,TA,8,Typ,0,NA,Detchd,1976,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,9297,Pave,NA,Reg,Lvl,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,1606,122,1728,NA,0,7,2006,WD,Family,188000
GasA,Fa,Y,SBrkr,1242,0,1242,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1973,Unf,2,TA,TA,Y,0,0,0,0,0,NA,NA,RL,9600,Pave,NA,Reg,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,HdBoard,HdBoard,BrkFace,320,TA,TA,CBlock,TA,TA,No,ALQ,916,326,1242,NA,0,9,2007,WD,Normal,175500
GasA,Fa,N,SBrkr,624,720,1344,0,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1916,Unf,3,Fa,Fa,Y,0,0,0,0,0,NA,NA,RM,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,AsbShng,AsbShng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,624,624,NA,0,5,2008,COD,Abnorml,98000
